contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status
CTR02306,SUP0280,1.02,Sustainment,2023-12-08,53,active
CTR02307,SUP0343,0.99,R&D,2024-02-18,24,active
CTR02308,SUP0126,1.8,Tech Services,2022-03-28,47,completed
CTR02309,SUP0060,7.88,Tech Services,2020-08-27,8,delayed
CTR02310,SUP0311,0.0,R&D,2022-05-14,32,active
CTR02311,SUP0261,8.11,Tech Services,2022-04-03,8,active
CTR02312,SUP0381,0.58,Production,2024-03-09,33,completed
CTR02313,SUP0190,16.15,Production,2022-11-29,22,completed
CTR02314,SUP0119,10.84,Production,2024-07-10,36,terminated
CTR02315,SUP0137,2.39,Tech Services,2020-11-27,15,completed
CTR02316,SUP0385,2.52,Production,2022-06-04,54,completed
CTR02317,SUP0473,2.3,Production,2020-11-09,27,active
CTR02318,SUP0067,3.53,R&D,2024-10-04,35,active
CTR02319,SUP0104,0.33,R&D,2021-11-26,54,active
CTR02320,SUP0208,0.12,Sustainment,2024-08-30,26,delayed
CTR02321,SUP0358,0.21,Sustainment,2021-06-23,41,active
CTR02322,SUP0281,2.06,Sustainment,2024-10-17,58,active
CTR02323,SUP0316,1.13,Sustainment,2022-11-21,28,completed
CTR02324,SUP0042,3.41,R&D,2023-06-11,43,terminated
CTR02325,SUP0362,17.1,R&D,2023-07-26,17,active
CTR02326,SUP0321,1.71,R&D,2021-01-20,30,terminated
CTR02327,SUP0497,2.99,Production,2021-07-11,59,active
CTR02328,SUP0492,1.88,Production,2024-11-22,25,active
CTR02329,SUP0402,6.58,Sustainment,2023-05-23,54,terminated
CTR02330,SUP0189,8.14,Production,2020-09-08,54,completed
CTR02331,SUP0303,7.34,Tech Services,2023-12-05,47,active
CTR02332,SUP0433,12.82,R&D,2022-04-02,12,terminated
CTR02333,SUP0355,0.1,Sustainment,2021-09-11,34,active
CTR02334,SUP0277,6.41,Sustainment,2022-09-15,53,delayed
CTR02335,SUP0148,4.88,Tech Services,2021-01-10,34,delayed
CTR02336,SUP0457,0.91,Production,2025-04-21,18,delayed
CTR02337,SUP0139,10.96,Sustainment,2024-08-28,8,delayed
CTR02338,SUP0015,0.56,Production,2020-08-12,7,completed
CTR02339,SUP0269,3.98,Production,2022-01-29,21,delayed
CTR02340,SUP0266,0.89,Tech Services,2020-11-12,35,terminated
CTR02341,SUP0352,1.98,Sustainment,2024-06-14,43,active
CTR02342,SUP0154,4.44,Production,2020-06-28,11,terminated
CTR02343,SUP0216,2.9,Production,2022-02-21,50,delayed
CTR02344,SUP0431,1.95,Tech Services,2020-09-07,12,completed
CTR02345,SUP0169,1.38,Tech Services,2020-09-01,10,delayed
CTR02346,SUP0284,6.41,Production,2023-08-14,12,delayed
CTR02347,SUP0128,0.54,Tech Services,2024-01-22,39,completed
CTR02348,SUP0093,1.97,Production,2024-05-23,37,completed
CTR02349,SUP0374,8.19,Sustainment,2021-11-09,54,completed
CTR02350,SUP0184,6.54,R&D,2024-04-20,18,completed
CTR02351,SUP0211,1.79,Tech Services,2024-02-24,35,completed
CTR02352,SUP0290,5.04,R&D,2023-11-23,30,completed
CTR02353,SUP0165,6.06,Production,2025-02-18,26,active
CTR02354,SUP0057,7.69,Production,2023-05-29,26,delayed
CTR02355,SUP0163,2.75,Production,2021-09-28,33,delayed
CTR02356,SUP0229,0.8,R&D,2020-06-14,53,completed
CTR02357,SUP0382,1.03,Production,2022-03-03,25,terminated
CTR02358,SUP0198,1.23,Tech Services,2020-05-23,39,completed
CTR02359,SUP0313,3.15,Sustainment,2023-12-29,10,active
CTR02360,SUP0257,0.12,Sustainment,2023-01-30,23,terminated
CTR02361,SUP0009,3.54,Tech Services,2025-02-03,44,active
CTR02362,SUP0344,1.59,Sustainment,2024-02-02,48,terminated
CTR02363,SUP0137,1.22,R&D,2025-01-31,16,terminated
CTR02364,SUP0458,7.41,Production,2024-12-04,59,completed
CTR02365,SUP0101,2.16,Production,2021-10-22,22,active
CTR02366,SUP0444,0.35,Production,2024-07-30,53,terminated
CTR02367,SUP0474,6.14,R&D,2021-03-02,50,active
CTR02368,SUP0056,0.17,R&D,2021-03-31,27,completed
CTR02369,SUP0241,4.54,R&D,2022-03-26,42,completed
CTR02370,SUP0280,5.2,Tech Services,2021-06-15,25,completed
CTR02371,SUP0250,1.52,R&D,2023-11-22,53,completed
CTR02372,SUP0167,6.1,Sustainment,2021-12-16,59,delayed
CTR02373,SUP0469,2.54,Tech Services,2023-05-16,59,terminated
CTR02374,SUP0041,2.18,Tech Services,2020-07-13,53,delayed
CTR02375,SUP0238,0.16,Tech Services,2025-04-24,53,completed
CTR02376,SUP0053,1.2,R&D,2024-12-28,51,terminated
CTR02377,SUP0323,9.36,Tech Services,2020-07-09,11,terminated
CTR02378,SUP0360,1.74,R&D,2024-08-07,39,active
CTR02379,SUP0202,2.77,R&D,2024-10-18,19,completed
CTR02380,SUP0071,2.66,Tech Services,2023-09-22,53,delayed
CTR02381,SUP0074,3.12,Production,2023-01-31,28,active
CTR02382,SUP0206,0.22,Production,2023-11-05,25,terminated
CTR02383,SUP0382,1.57,Tech Services,2022-10-27,18,delayed
CTR02384,SUP0482,4.49,Production,2020-11-13,52,completed
CTR02385,SUP0431,0.78,Sustainment,2023-06-14,49,delayed
CTR02386,SUP0048,0.8,Sustainment,2021-09-28,46,delayed
CTR02387,SUP0020,0.04,R&D,2020-05-14,37,delayed
CTR02388,SUP0304,2.01,Production,2021-04-10,31,active
CTR02389,SUP0476,7.5,Sustainment,2024-01-31,55,terminated
CTR02390,SUP0466,0.19,Tech Services,2024-05-22,58,delayed
CTR02391,SUP0159,0.74,Production,2023-10-27,19,terminated
CTR02392,SUP0119,1.3,Sustainment,2022-01-20,57,active
CTR02393,SUP0404,4.61,Sustainment,2020-06-06,41,completed
CTR02394,SUP0212,3.58,Tech Services,2020-12-08,13,completed
CTR02395,SUP0364,1.88,R&D,2024-04-03,45,delayed
CTR02396,SUP0265,4.98,Tech Services,2020-11-15,27,active
CTR02397,SUP0478,3.29,R&D,2024-07-10,27,completed
CTR02398,SUP0037,7.92,Sustainment,2024-06-10,21,active
CTR02399,SUP0099,5.96,R&D,2023-03-04,32,active
CTR02400,SUP0121,1.02,Sustainment,2022-01-08,15,delayed
CTR02401,SUP0484,1.11,Sustainment,2022-01-07,30,delayed
CTR02402,SUP0493,0.47,Production,2020-11-26,36,active
CTR02403,SUP0195,1.44,R&D,2023-05-14,26,active
CTR02404,SUP0036,26.92,R&D,2022-03-05,32,delayed
CTR02405,SUP0014,1.82,R&D,2023-08-02,22,active
CTR02406,SUP0238,0.87,Tech Services,2025-03-04,38,delayed
CTR02407,SUP0369,5.03,Production,2025-05-12,36,terminated
CTR02408,SUP0304,2.74,Production,2023-04-13,55,active
CTR02409,SUP0094,0.57,Production,2023-01-29,47,delayed
CTR02410,SUP0219,1.68,Tech Services,2021-04-11,31,active
CTR02411,SUP0495,1.87,R&D,2023-05-19,26,delayed
CTR02412,SUP0395,4.91,R&D,2020-08-09,41,active
CTR02413,SUP0295,0.07,R&D,2020-10-26,6,completed
CTR02414,SUP0204,1.1,Production,2020-06-14,9,completed
CTR02415,SUP0061,2.55,Production,2021-12-20,9,active
CTR02416,SUP0016,1.1,Sustainment,2022-03-19,31,completed
CTR02417,SUP0284,3.47,Tech Services,2022-05-09,9,active
CTR02418,SUP0325,2.3,Tech Services,2024-08-16,54,active
CTR02419,SUP0146,1.57,Production,2021-12-24,14,terminated
CTR02420,SUP0459,10.43,Sustainment,2024-02-01,35,terminated
CTR02421,SUP0341,3.5,R&D,2023-06-05,56,completed
CTR02422,SUP0248,0.49,Production,2024-08-31,50,terminated
CTR02423,SUP0318,2.87,Tech Services,2023-05-29,9,terminated
CTR02424,SUP0181,5.31,Tech Services,2023-10-17,10,active
CTR02425,SUP0180,4.31,Tech Services,2022-12-24,50,delayed
CTR02426,SUP0223,0.66,R&D,2022-11-13,28,active
CTR02427,SUP0315,12.57,Tech Services,2021-11-27,21,terminated
CTR02428,SUP0054,2.08,R&D,2020-09-25,27,active
CTR02429,SUP0350,0.61,R&D,2023-05-19,42,completed
CTR02430,SUP0411,0.7,R&D,2022-03-03,13,delayed
CTR02431,SUP0320,0.36,Production,2024-05-17,53,terminated
CTR02432,SUP0012,5.7,R&D,2022-10-29,38,terminated
CTR02433,SUP0048,0.46,Sustainment,2024-11-04,43,active
CTR02434,SUP0267,0.47,Tech Services,2022-12-20,48,active
CTR02435,SUP0463,6.65,Production,2020-09-16,21,active
CTR02436,SUP0089,1.48,Tech Services,2020-05-21,10,active
CTR02437,SUP0054,0.11,R&D,2023-05-06,21,terminated
CTR02438,SUP0097,0.19,Production,2024-07-30,12,active
CTR02439,SUP0045,0.54,Sustainment,2021-01-12,56,terminated
CTR02440,SUP0117,0.84,R&D,2023-01-05,6,active
CTR02441,SUP0491,3.83,Tech Services,2021-12-31,14,delayed
CTR02442,SUP0479,0.6,Sustainment,2020-06-06,23,delayed
CTR02443,SUP0282,0.44,R&D,2020-10-27,50,active
CTR02444,SUP0040,5.06,Sustainment,2023-01-16,52,active
CTR02445,SUP0220,3.89,R&D,2023-10-24,8,completed
CTR02446,SUP0120,2.0,Production,2023-01-20,29,delayed
CTR02447,SUP0395,2.79,R&D,2025-05-06,33,terminated
CTR02448,SUP0361,1.31,Production,2022-01-14,15,delayed
CTR02449,SUP0300,2.31,R&D,2022-11-12,14,terminated
CTR02450,SUP0310,2.47,R&D,2024-03-10,18,active
CTR02451,SUP0002,1.71,Tech Services,2024-06-02,53,delayed
CTR02452,SUP0243,8.3,Sustainment,2025-02-17,40,delayed
CTR02453,SUP0078,0.06,Sustainment,2024-06-04,59,completed
CTR02454,SUP0152,5.33,Sustainment,2022-01-15,28,completed
CTR02455,SUP0144,0.46,R&D,2020-05-24,52,delayed
CTR02456,SUP0483,5.59,R&D,2023-02-15,22,delayed
CTR02457,SUP0186,3.35,R&D,2021-03-26,51,delayed
CTR02458,SUP0299,6.49,Production,2021-03-06,12,terminated
CTR02459,SUP0226,0.36,Production,2024-04-23,57,active
CTR02460,SUP0019,2.87,Tech Services,2022-02-01,21,completed
CTR02461,SUP0406,2.43,R&D,2020-08-10,58,active
CTR02462,SUP0452,4.29,Sustainment,2024-09-01,45,completed
CTR02463,SUP0274,2.67,Sustainment,2021-11-12,41,completed
CTR02464,SUP0147,2.72,Tech Services,2025-01-20,25,completed
CTR02465,SUP0410,1.96,Sustainment,2022-01-13,29,delayed
CTR02466,SUP0258,1.29,Tech Services,2024-12-18,52,completed
CTR02467,SUP0140,2.3,R&D,2020-08-17,10,active
CTR02468,SUP0155,0.44,Sustainment,2020-09-04,50,completed
CTR02469,SUP0462,11.4,R&D,2024-08-12,11,active
CTR02470,SUP0199,4.39,Production,2020-06-23,33,completed
CTR02471,SUP0336,10.66,Sustainment,2022-12-27,10,completed
CTR02472,SUP0028,0.9,Production,2023-01-05,54,delayed
CTR02473,SUP0008,7.4,Sustainment,2020-08-08,44,active
CTR02474,SUP0066,5.79,R&D,2024-04-14,43,completed
CTR02475,SUP0476,3.96,Tech Services,2021-03-14,7,completed
CTR02476,SUP0103,3.43,R&D,2025-02-23,48,active
CTR02477,SUP0238,1.33,R&D,2022-10-05,44,completed
CTR02478,SUP0095,5.93,R&D,2020-07-29,59,terminated
CTR02479,SUP0183,2.44,Sustainment,2025-04-01,26,delayed
CTR02480,SUP0054,0.26,Tech Services,2021-11-17,45,active
CTR02481,SUP0306,1.31,Production,2021-11-16,42,delayed
CTR02482,SUP0342,9.58,R&D,2020-06-27,23,terminated
CTR02483,SUP0223,6.66,Sustainment,2023-06-07,59,terminated
CTR02484,SUP0015,14.04,Production,2020-08-09,53,terminated
CTR02485,SUP0255,3.46,R&D,2022-06-08,51,active
CTR02486,SUP0006,1.0,Production,2021-08-18,17,terminated
CTR02487,SUP0360,0.62,R&D,2024-07-15,22,active
CTR02488,SUP0438,0.72,Production,2022-08-11,42,active
CTR02489,SUP0128,0.07,Production,2024-03-28,51,completed
CTR02490,SUP0218,1.73,Tech Services,2022-11-23,43,active
CTR02491,SUP0442,0.74,Tech Services,2023-01-23,20,terminated
CTR02492,SUP0438,1.86,R&D,2024-03-28,12,active
CTR02493,SUP0353,9.57,Sustainment,2022-08-28,19,active
CTR02494,SUP0463,1.97,Tech Services,2020-12-10,55,delayed
CTR02495,SUP0437,7.36,Production,2022-05-14,6,terminated
CTR02496,SUP0486,3.26,Tech Services,2021-04-30,43,active
CTR02497,SUP0429,0.99,Tech Services,2023-12-07,8,completed
CTR02498,SUP0498,1.54,R&D,2022-02-05,42,active
CTR02499,SUP0282,0.31,Tech Services,2021-09-24,49,active
CTR02500,SUP0333,1.42,Tech Services,2021-10-17,36,delayed
CTR02501,SUP0428,3.96,Production,2024-06-09,48,terminated
CTR02502,SUP0163,0.26,Tech Services,2022-10-05,18,terminated
CTR02503,SUP0254,0.8,Production,2023-01-26,53,completed
CTR02504,SUP0015,1.68,Tech Services,2021-05-17,23,completed
CTR02505,SUP0243,14.07,Tech Services,2022-09-23,22,completed
CTR02506,SUP0195,5.38,Sustainment,2024-03-07,22,active
CTR02507,SUP0321,4.63,Tech Services,2022-12-16,16,active
CTR02508,SUP0229,0.43,Production,2022-09-04,25,completed
CTR02509,SUP0097,5.32,Production,2024-07-03,15,terminated
CTR02510,SUP0231,5.38,R&D,2023-07-02,34,terminated
CTR02511,SUP0355,3.22,R&D,2023-05-10,53,completed
CTR02512,SUP0191,16.25,Sustainment,2020-06-06,39,delayed
CTR02513,SUP0280,1.38,Production,2024-07-18,22,terminated
CTR02514,SUP0096,9.92,Production,2022-05-21,59,terminated
CTR02515,SUP0077,8.62,Production,2025-02-14,57,completed
CTR02516,SUP0319,0.04,Sustainment,2022-08-11,47,terminated
CTR02517,SUP0455,2.09,Production,2022-05-29,18,active
CTR02518,SUP0314,13.22,R&D,2023-03-22,49,active
CTR02519,SUP0487,0.38,Sustainment,2020-08-27,52,terminated
CTR02520,SUP0320,2.78,R&D,2021-12-04,44,active
CTR02521,SUP0491,13.51,R&D,2020-08-13,32,delayed
CTR02522,SUP0418,2.84,Sustainment,2022-03-26,59,terminated
CTR02523,SUP0418,0.74,Tech Services,2021-04-13,58,completed
CTR02524,SUP0171,3.05,Tech Services,2023-05-31,31,active
CTR02525,SUP0207,0.8,R&D,2022-06-07,33,delayed
CTR02526,SUP0217,2.57,Tech Services,2020-07-02,18,delayed
CTR02527,SUP0435,0.27,Production,2023-03-26,17,active
CTR02528,SUP0222,3.26,Sustainment,2024-01-22,49,delayed
CTR02529,SUP0120,2.55,R&D,2025-04-24,33,terminated
CTR02530,SUP0305,4.72,Production,2021-05-24,7,delayed
CTR02531,SUP0252,3.49,Tech Services,2022-11-28,42,active
CTR02532,SUP0225,2.79,Production,2025-01-08,39,delayed
CTR02533,SUP0369,4.1,Tech Services,2020-09-21,28,active
CTR02534,SUP0471,0.54,R&D,2025-04-21,57,active
CTR02535,SUP0004,3.17,Production,2025-02-05,50,delayed
CTR02536,SUP0051,0.66,Sustainment,2020-11-30,34,active
CTR02537,SUP0388,9.09,R&D,2023-05-03,40,active
CTR02538,SUP0231,0.25,Production,2023-11-26,16,completed
CTR02539,SUP0224,1.97,Production,2021-02-19,53,terminated
CTR02540,SUP0266,4.17,Tech Services,2022-04-16,38,active
CTR02541,SUP0237,2.14,R&D,2020-06-09,56,terminated
CTR02542,SUP0050,0.34,R&D,2023-02-08,16,completed
CTR02543,SUP0163,2.82,R&D,2022-09-25,14,completed
CTR02544,SUP0044,3.59,R&D,2020-12-27,19,completed
CTR02545,SUP0485,4.26,Tech Services,2021-03-06,14,completed
CTR02546,SUP0107,1.64,Sustainment,2021-07-17,44,terminated
CTR02547,SUP0319,2.9,R&D,2023-07-02,53,delayed
CTR02548,SUP0317,2.1,Tech Services,2024-09-03,8,delayed
CTR02549,SUP0202,3.9,Sustainment,2024-05-05,34,terminated
CTR02550,SUP0496,3.07,Sustainment,2022-12-06,24,active
CTR02551,SUP0259,2.61,Tech Services,2023-09-07,41,terminated
CTR02552,SUP0168,1.0,R&D,2021-11-11,37,active
CTR02553,SUP0401,0.01,Sustainment,2020-09-01,12,active
CTR02554,SUP0362,0.67,R&D,2024-01-01,33,delayed
CTR02555,SUP0221,0.44,R&D,2024-04-15,49,completed
CTR02556,SUP0456,2.09,Production,2020-09-25,23,delayed
CTR02557,SUP0301,3.32,R&D,2020-06-29,10,delayed
CTR02558,SUP0115,0.84,Production,2025-02-14,28,terminated
CTR02559,SUP0016,9.79,Sustainment,2020-06-25,27,terminated
CTR02560,SUP0015,0.02,Tech Services,2024-12-19,31,active
CTR02561,SUP0187,5.18,Production,2023-02-02,47,terminated
CTR02562,SUP0386,3.43,Tech Services,2021-10-16,17,active
CTR02563,SUP0233,1.64,Sustainment,2023-11-18,45,active
CTR02564,SUP0388,0.18,R&D,2025-02-05,24,completed
CTR02565,SUP0059,3.46,Sustainment,2020-12-11,52,completed
CTR02566,SUP0249,1.7,Tech Services,2021-02-12,6,delayed
CTR02567,SUP0480,9.64,Sustainment,2024-10-24,8,completed
CTR02568,SUP0363,2.73,R&D,2023-01-22,32,active
CTR02569,SUP0327,9.83,Sustainment,2025-04-29,23,terminated
CTR02570,SUP0102,0.87,R&D,2024-03-23,55,completed
CTR02571,SUP0494,4.53,Production,2024-11-10,35,completed
CTR02572,SUP0069,3.36,Tech Services,2025-03-29,7,completed
CTR02573,SUP0422,4.71,R&D,2020-05-23,10,completed
CTR02574,SUP0306,0.85,R&D,2022-02-27,34,active
CTR02575,SUP0272,3.83,Sustainment,2024-06-17,38,active
CTR02576,SUP0199,2.41,Production,2023-12-04,47,delayed
CTR02577,SUP0352,4.75,R&D,2022-06-21,25,terminated
CTR02578,SUP0384,1.39,Production,2024-08-24,35,delayed
CTR02579,SUP0179,7.73,Production,2022-01-26,47,delayed
CTR02580,SUP0336,0.31,Sustainment,2024-11-27,10,completed
CTR02581,SUP0298,5.76,R&D,2023-05-07,55,terminated
CTR02582,SUP0299,6.91,Sustainment,2020-12-29,26,completed
CTR02583,SUP0278,5.95,Tech Services,2023-08-01,20,active
CTR02584,SUP0090,2.52,Tech Services,2020-11-03,25,delayed
CTR02585,SUP0186,2.02,R&D,2023-04-08,13,terminated
CTR02586,SUP0128,19.56,Production,2020-09-04,54,active
CTR02587,SUP0145,0.91,R&D,2023-06-29,36,delayed
CTR02588,SUP0005,2.77,R&D,2020-10-14,17,terminated
CTR02589,SUP0447,3.89,Tech Services,2022-02-09,26,delayed
CTR02590,SUP0192,4.22,Tech Services,2024-04-26,35,terminated
CTR02591,SUP0487,0.8,Production,2022-07-25,32,delayed
CTR02592,SUP0351,3.71,Production,2022-05-17,49,completed
CTR02593,SUP0007,5.97,R&D,2023-01-22,31,delayed
CTR02594,SUP0029,0.18,Sustainment,2024-06-19,38,delayed
CTR02595,SUP0387,8.49,R&D,2024-07-08,31,terminated
CTR02596,SUP0333,0.1,Production,2020-08-12,31,terminated
CTR02597,SUP0151,1.54,Sustainment,2024-05-03,41,completed
CTR02598,SUP0132,0.06,Tech Services,2021-11-19,45,terminated
CTR02599,SUP0497,0.28,Production,2023-03-18,6,delayed
CTR02600,SUP0328,8.47,Production,2021-11-14,20,terminated
CTR02601,SUP0205,1.53,Sustainment,2024-06-18,55,terminated
CTR02602,SUP0213,1.94,Production,2023-02-17,6,terminated
CTR02603,SUP0387,0.85,Production,2021-12-20,16,completed
CTR02604,SUP0127,3.18,Production,2020-06-21,7,completed
CTR02605,SUP0437,3.16,Production,2025-01-19,6,active
CTR02606,SUP0312,1.63,Production,2022-08-26,36,completed
CTR02607,SUP0313,1.42,Production,2020-05-22,49,completed
CTR02608,SUP0330,7.57,Production,2024-08-09,21,completed
CTR02609,SUP0151,1.69,Production,2024-09-04,59,delayed
CTR02610,SUP0099,2.38,Tech Services,2022-01-09,27,active
CTR02611,SUP0271,1.17,Production,2022-09-08,47,delayed
CTR02612,SUP0270,5.41,Tech Services,2025-01-05,23,completed
CTR02613,SUP0259,1.77,Tech Services,2020-09-01,52,completed
CTR02614,SUP0026,2.52,R&D,2022-03-02,22,active
CTR02615,SUP0038,1.02,R&D,2022-04-03,35,active
CTR02616,SUP0390,15.38,Tech Services,2023-08-26,15,terminated
CTR02617,SUP0074,1.21,Tech Services,2024-08-25,40,completed
CTR02618,SUP0358,5.16,Production,2021-12-16,26,completed
CTR02619,SUP0235,1.95,R&D,2020-09-12,21,delayed
CTR02620,SUP0059,0.81,Sustainment,2020-06-03,11,terminated
CTR02621,SUP0240,5.63,R&D,2020-12-06,8,completed
CTR02622,SUP0368,1.42,Tech Services,2021-05-08,46,delayed
CTR02623,SUP0101,7.01,Tech Services,2021-10-26,48,active
CTR02624,SUP0033,8.64,Production,2023-02-01,26,delayed
CTR02625,SUP0283,6.88,Production,2023-06-24,18,completed
CTR02626,SUP0182,0.12,R&D,2020-10-01,23,delayed
CTR02627,SUP0355,5.42,Production,2022-01-11,59,delayed
CTR02628,SUP0016,1.85,Sustainment,2021-07-22,29,terminated
CTR02629,SUP0106,7.24,Sustainment,2021-02-09,32,terminated
CTR02630,SUP0197,3.56,Production,2023-04-28,59,active
CTR02631,SUP0162,6.28,Sustainment,2021-04-16,9,terminated
CTR02632,SUP0275,2.42,Sustainment,2021-12-17,27,delayed
CTR02633,SUP0414,2.68,R&D,2024-03-03,29,terminated
CTR02634,SUP0041,0.55,Sustainment,2023-05-05,45,completed
CTR02635,SUP0337,5.36,Tech Services,2024-08-09,50,delayed
CTR02636,SUP0447,1.9,Tech Services,2024-12-12,15,delayed
CTR02637,SUP0346,2.43,R&D,2024-11-10,7,delayed
CTR02638,SUP0125,5.38,Production,2022-01-02,45,completed
CTR02639,SUP0155,3.2,R&D,2023-02-21,11,delayed
CTR02640,SUP0484,0.79,Production,2024-10-28,53,terminated
CTR02641,SUP0295,3.12,Production,2023-09-13,23,completed
CTR02642,SUP0087,1.83,Production,2025-02-17,22,delayed
CTR02643,SUP0197,2.22,Production,2020-05-27,43,terminated
CTR02644,SUP0320,0.1,Production,2023-02-17,50,terminated
CTR02645,SUP0110,0.83,R&D,2020-12-24,28,active
CTR02646,SUP0120,1.15,Production,2024-05-31,51,terminated
CTR02647,SUP0203,4.37,Sustainment,2025-02-07,35,terminated
CTR02648,SUP0044,0.04,Sustainment,2021-06-28,26,active
CTR02649,SUP0500,1.84,Production,2022-01-22,15,active
CTR02650,SUP0018,9.02,Sustainment,2021-11-21,48,completed
CTR02651,SUP0035,0.42,Tech Services,2021-02-24,18,terminated
CTR02652,SUP0253,2.54,R&D,2024-07-18,17,completed
CTR02653,SUP0197,5.4,R&D,2024-10-06,14,completed
CTR02654,SUP0122,10.0,Production,2022-10-21,9,delayed
CTR02655,SUP0439,4.81,Production,2022-08-18,44,completed
CTR02656,SUP0342,4.46,Tech Services,2024-05-04,29,completed
CTR02657,SUP0042,6.13,Production,2024-03-10,59,completed
CTR02658,SUP0160,2.07,Sustainment,2023-11-01,39,completed
CTR02659,SUP0184,5.74,Tech Services,2025-01-23,44,active
CTR02660,SUP0308,0.03,Sustainment,2022-07-06,46,terminated
CTR02661,SUP0186,9.05,R&D,2021-04-22,10,delayed
CTR02662,SUP0056,2.05,Sustainment,2021-06-08,20,active
CTR02663,SUP0119,2.82,R&D,2021-11-03,55,delayed
CTR02664,SUP0387,1.03,Sustainment,2021-12-16,9,delayed
CTR02665,SUP0105,4.75,R&D,2022-10-25,56,active
CTR02666,SUP0190,0.28,Production,2023-10-15,57,completed
CTR02667,SUP0368,7.21,Sustainment,2021-02-14,44,active
CTR02668,SUP0324,6.16,R&D,2022-08-17,13,delayed
CTR02669,SUP0011,0.85,Sustainment,2021-02-15,54,delayed
CTR02670,SUP0168,5.8,Tech Services,2023-04-14,50,completed
CTR02671,SUP0057,5.4,Production,2024-01-31,29,active
CTR02672,SUP0037,3.5,R&D,2021-07-02,58,terminated
CTR02673,SUP0493,1.64,Tech Services,2021-03-14,33,delayed
CTR02674,SUP0129,1.11,Sustainment,2024-01-05,48,active
CTR02675,SUP0035,0.92,Tech Services,2022-03-09,32,completed
CTR02676,SUP0362,1.34,Sustainment,2024-09-30,6,completed
CTR02677,SUP0180,8.19,Production,2023-04-06,39,terminated
CTR02678,SUP0338,0.28,Tech Services,2021-02-27,22,delayed
CTR02679,SUP0231,6.18,Production,2023-10-16,42,terminated
CTR02680,SUP0374,1.5,R&D,2022-12-20,43,terminated
CTR02681,SUP0281,2.58,Sustainment,2020-12-05,31,terminated
CTR02682,SUP0306,5.54,Sustainment,2021-10-08,29,terminated
CTR02683,SUP0096,7.55,Production,2020-09-11,44,completed
CTR02684,SUP0352,1.48,Production,2022-07-12,26,delayed
CTR02685,SUP0148,2.17,R&D,2024-04-08,35,terminated
CTR02686,SUP0207,1.87,Tech Services,2021-01-07,52,delayed
CTR02687,SUP0425,0.05,Sustainment,2023-06-28,56,completed
CTR02688,SUP0278,1.23,Sustainment,2023-12-10,53,completed
CTR02689,SUP0292,2.15,R&D,2022-04-23,18,active
CTR02690,SUP0113,1.85,R&D,2021-08-29,42,active
CTR02691,SUP0181,4.48,Production,2020-06-21,8,delayed
CTR02692,SUP0391,1.7,Production,2021-10-19,37,active
CTR02693,SUP0434,2.35,Tech Services,2023-01-18,40,terminated
CTR02694,SUP0216,1.97,R&D,2023-12-01,24,delayed
CTR02695,SUP0178,4.72,Tech Services,2024-04-05,19,completed
CTR02696,SUP0167,6.96,R&D,2020-12-12,53,completed
CTR02697,SUP0038,2.66,Sustainment,2020-06-20,27,terminated
CTR02698,SUP0487,5.45,R&D,2021-11-23,22,active
CTR02699,SUP0285,1.23,R&D,2022-12-15,9,delayed
CTR02700,SUP0081,2.73,Sustainment,2023-10-09,50,delayed
CTR02701,SUP0341,1.48,R&D,2024-11-13,45,terminated
CTR02702,SUP0219,1.87,Tech Services,2021-03-13,24,active
CTR02703,SUP0281,4.61,Production,2021-07-23,42,delayed
CTR02704,SUP0026,7.47,Production,2021-11-21,7,terminated
CTR02705,SUP0327,0.45,Tech Services,2024-04-17,20,delayed
CTR02706,SUP0329,3.52,Sustainment,2024-03-03,7,completed
CTR02707,SUP0442,3.05,R&D,2020-08-05,16,delayed
CTR02708,SUP0262,0.44,Tech Services,2021-01-09,50,delayed
CTR02709,SUP0196,0.83,Production,2020-12-05,28,delayed
CTR02710,SUP0294,1.3,Production,2022-01-02,15,active
CTR02711,SUP0342,0.64,Tech Services,2021-06-28,8,active
CTR02712,SUP0303,0.98,Production,2024-10-07,10,terminated
CTR02713,SUP0440,1.09,Tech Services,2021-12-29,8,active
CTR02714,SUP0117,1.43,Production,2020-07-30,43,delayed
CTR02715,SUP0202,4.84,Tech Services,2024-08-23,18,delayed
CTR02716,SUP0328,2.97,R&D,2020-08-05,47,active
CTR02717,SUP0198,15.0,R&D,2023-08-30,24,active
CTR02718,SUP0076,1.87,R&D,2023-11-14,45,delayed
CTR02719,SUP0419,4.91,R&D,2023-01-10,55,delayed
CTR02720,SUP0409,7.18,Production,2025-04-26,40,completed
CTR02721,SUP0497,3.98,Sustainment,2023-02-25,29,terminated
CTR02722,SUP0155,1.86,Tech Services,2021-10-10,29,active
CTR02723,SUP0481,4.9,Sustainment,2022-12-21,22,terminated
CTR02724,SUP0346,0.8,Production,2022-11-25,45,delayed
CTR02725,SUP0183,1.39,Production,2023-05-13,15,terminated
CTR02726,SUP0032,2.77,Sustainment,2020-10-21,7,active
CTR02727,SUP0271,3.0,Sustainment,2023-05-19,49,active
CTR02728,SUP0499,0.08,Production,2022-07-07,28,terminated
CTR02729,SUP0046,10.16,Production,2023-04-11,11,active
CTR02730,SUP0063,4.17,Tech Services,2022-05-09,7,completed
