contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status,supplier_name,past_contracts,average_delay_days,compliance_issues,delay_days,contract_age_days,contract_age_months,value_per_month,normalized_delay,normalized_compliance,risk_score,risk_level
CTR01813,SUP0298,3.83,Tech Services,2023-05-31,55,delayed,Orozco-Carr,9,184,4,148,734,24,0.06963636363636364,0.59375,1.0,0.7562500000000001,High
CTR01814,SUP0373,5.64,Production,2025-05-04,34,delayed,Vasquez-Hodge,9,172,3,129,30,1,0.16588235294117645,0.5089285714285714,0.75,0.6053571428571429,Medium
CTR01826,SUP0232,7.66,Production,2022-11-12,13,delayed,"Allen, Cohen and Smith",39,153,4,170,934,31,0.5892307692307692,0.6919642857142857,1.0,0.8151785714285714,High
CTR01828,SUP0369,2.44,Tech Services,2022-03-13,52,delayed,Krueger-Davila,42,121,0,160,1178,39,0.04692307692307692,0.6473214285714286,0.0,0.38839285714285715,Medium
CTR01832,SUP0173,0.66,Production,2023-12-19,54,delayed,"Davis, Garcia and Lloyd",19,12,1,91,532,17,0.012222222222222223,0.3392857142857143,0.25,0.3035714285714286,Medium
CTR01840,SUP0332,2.66,Tech Services,2022-02-16,15,delayed,Thompson Inc,27,100,4,152,1203,40,0.17733333333333334,0.6116071428571429,1.0,0.7669642857142858,High
CTR01841,SUP0221,2.09,Sustainment,2021-07-27,53,delayed,Green Group,39,147,4,21,1407,46,0.03943396226415094,0.026785714285714284,1.0,0.4160714285714286,Medium
CTR01842,SUP0335,0.31,Tech Services,2020-07-28,31,delayed,Brown-Pruitt,29,28,4,51,1771,59,0.01,0.16071428571428573,1.0,0.49642857142857144,Medium
CTR01862,SUP0464,0.36,Production,2020-10-25,45,delayed,Alvarado and Sons,1,52,1,100,1682,56,0.008,0.3794642857142857,0.25,0.3276785714285714,Medium
CTR01866,SUP0188,0.1,Tech Services,2025-02-01,15,delayed,Lopez-Gonzalez,37,62,3,230,122,4,0.006666666666666667,0.9598214285714286,0.75,0.8758928571428571,High
CTR01868,SUP0127,2.61,Production,2025-02-19,26,delayed,Johnson-Davis,25,75,2,130,104,3,0.10038461538461538,0.5133928571428571,0.5,0.5080357142857143,Medium
CTR01873,SUP0254,5.02,Production,2022-04-07,36,delayed,Kennedy-Perez,2,118,4,132,1153,38,0.13944444444444443,0.5223214285714286,1.0,0.7133928571428572,High
CTR01882,SUP0025,0.37,Sustainment,2022-07-27,39,delayed,Preston LLC,35,115,4,28,1042,34,0.009487179487179488,0.05803571428571429,1.0,0.4348214285714286,Medium
CTR01888,SUP0244,0.39,R&D,2023-12-07,49,delayed,"Robertson, Hopkins and Bush",40,53,1,225,544,18,0.007959183673469388,0.9375,0.25,0.6625,Medium
CTR01900,SUP0058,1.32,Sustainment,2022-10-29,19,delayed,"Wilson, Sullivan and Calhoun",39,91,4,202,948,31,0.06947368421052631,0.8348214285714286,1.0,0.9008928571428572,High
CTR01907,SUP0288,2.25,Production,2024-09-19,47,delayed,"Williams, Moore and Massey",20,176,4,118,257,8,0.047872340425531915,0.45982142857142855,1.0,0.6758928571428571,Medium
CTR01924,SUP0049,6.14,Sustainment,2022-12-12,8,delayed,"Jones, Armstrong and Calderon",47,47,4,58,904,30,0.7675,0.19196428571428573,1.0,0.5151785714285715,Medium
CTR01937,SUP0085,0.81,Tech Services,2021-11-20,46,delayed,"Taylor, Stanley and Armstrong",29,116,4,182,1291,43,0.017608695652173913,0.7455357142857143,1.0,0.8473214285714286,High
CTR01940,SUP0164,1.25,Sustainment,2021-03-29,22,delayed,Ryan-Williams,36,160,1,30,1527,50,0.056818181818181816,0.06696428571428571,0.25,0.14017857142857143,Low
CTR01951,SUP0321,3.2,R&D,2022-08-20,9,delayed,Nelson-White,24,21,2,129,1018,33,0.35555555555555557,0.5089285714285714,0.5,0.5053571428571428,Medium
CTR01954,SUP0383,0.14,Production,2024-05-10,15,delayed,Oliver and Sons,16,196,1,170,389,12,0.009333333333333334,0.6919642857142857,0.25,0.5151785714285714,Medium
CTR01955,SUP0224,4.79,R&D,2021-03-05,33,delayed,Armstrong PLC,2,95,1,82,1551,51,0.14515151515151514,0.29910714285714285,0.25,0.2794642857142857,Low
CTR01958,SUP0293,4.0,Sustainment,2022-06-09,17,delayed,"Santiago, Douglas and Jordan",43,89,4,106,1090,36,0.23529411764705882,0.40625,1.0,0.64375,Medium
CTR01992,SUP0307,12.46,Sustainment,2022-09-09,53,delayed,"Sanchez, Thompson and Snyder",4,144,0,196,998,33,0.23509433962264153,0.8080357142857143,0.0,0.48482142857142857,Medium
CTR01994,SUP0063,4.64,R&D,2020-09-07,29,delayed,Brown-Howell,20,89,0,63,1730,57,0.15999999999999998,0.21428571428571427,0.0,0.12857142857142856,Low
CTR01996,SUP0292,9.27,Production,2022-01-24,24,delayed,"Long, Bryant and Johns",3,140,1,178,1226,40,0.38625,0.7276785714285714,0.25,0.5366071428571428,Medium
CTR02002,SUP0127,6.0,R&D,2022-05-11,47,delayed,Johnson-Davis,25,75,2,76,1119,37,0.1276595744680851,0.27232142857142855,0.5,0.36339285714285713,Medium
CTR02004,SUP0446,4.62,Sustainment,2024-04-27,9,delayed,"Weeks, Ryan and Serrano",2,51,1,98,402,13,0.5133333333333333,0.3705357142857143,0.25,0.3223214285714286,Medium
CTR02007,SUP0492,16.31,R&D,2022-07-28,41,delayed,Garza-Hamilton,33,68,1,168,1041,34,0.39780487804878045,0.6830357142857143,0.25,0.5098214285714285,Medium
CTR02012,SUP0275,0.16,Sustainment,2020-05-17,17,delayed,Proctor-Hunt,24,16,4,134,1843,61,0.009411764705882354,0.53125,1.0,0.71875,High
CTR02033,SUP0354,0.02,Sustainment,2021-07-21,16,delayed,Bell-Schultz,21,160,2,87,1413,47,0.00125,0.32142857142857145,0.5,0.3928571428571429,Medium
CTR02037,SUP0239,0.42,Production,2022-12-29,49,delayed,"Mckinney, Gonzalez and Fitzgerald",14,190,1,223,887,29,0.008571428571428572,0.9285714285714286,0.25,0.6571428571428571,Medium
CTR02039,SUP0402,0.97,R&D,2022-03-23,55,delayed,Boyer-Wade,27,98,4,191,1168,38,0.017636363636363638,0.7857142857142857,1.0,0.8714285714285714,High
CTR02043,SUP0048,3.85,Tech Services,2025-02-19,52,delayed,Hopkins LLC,44,93,2,112,104,3,0.07403846153846154,0.4330357142857143,0.5,0.4598214285714286,Medium
CTR02048,SUP0225,0.58,R&D,2021-10-02,23,delayed,"Gates, Jacobson and Robbins",22,11,2,16,1340,44,0.025217391304347823,0.004464285714285714,0.5,0.20267857142857143,Low
CTR02049,SUP0335,1.08,Sustainment,2021-07-06,36,delayed,Brown-Pruitt,29,28,4,67,1428,47,0.030000000000000002,0.23214285714285715,1.0,0.5392857142857144,Medium
CTR02051,SUP0072,3.06,Sustainment,2022-05-25,42,delayed,Carter and Sons,14,93,0,133,1105,36,0.07285714285714286,0.5267857142857143,0.0,0.31607142857142856,Medium
CTR02055,SUP0025,0.12,Tech Services,2022-11-10,32,delayed,Preston LLC,35,115,4,21,936,31,0.00375,0.026785714285714284,1.0,0.4160714285714286,Medium
CTR02061,SUP0082,7.06,Tech Services,2020-11-13,52,delayed,Holmes-Hunt,11,66,4,219,1663,55,0.13576923076923075,0.9107142857142857,1.0,0.9464285714285714,High
CTR02064,SUP0128,2.83,Sustainment,2024-03-18,31,delayed,Roberts-Ramos,28,185,3,162,442,14,0.09129032258064516,0.65625,0.75,0.6937500000000001,Medium
CTR02065,SUP0318,3.55,Production,2020-06-28,25,delayed,Gibson-Mills,28,95,4,236,1801,60,0.142,0.9866071428571429,1.0,0.9919642857142857,High
CTR02075,SUP0241,1.8,R&D,2025-03-14,20,delayed,"Lester, Johnson and Nichols",6,100,2,89,81,2,0.09,0.33035714285714285,0.5,0.39821428571428574,Medium
CTR02081,SUP0187,1.8,R&D,2024-11-12,24,delayed,Ramos-Anderson,9,16,3,209,203,6,0.075,0.8660714285714286,0.75,0.8196428571428572,High
CTR02089,SUP0082,2.2,Tech Services,2021-08-30,13,delayed,Holmes-Hunt,11,66,4,17,1373,45,0.16923076923076924,0.008928571428571428,1.0,0.40535714285714286,Medium
CTR02097,SUP0208,7.05,Sustainment,2025-03-31,41,delayed,Camacho LLC,49,99,1,93,64,2,0.1719512195121951,0.3482142857142857,0.25,0.30892857142857144,Medium
CTR02099,SUP0025,8.32,Tech Services,2024-02-25,22,delayed,Preston LLC,35,115,4,31,464,15,0.3781818181818182,0.07142857142857142,1.0,0.4428571428571429,Medium
CTR02108,SUP0229,9.32,Production,2024-11-07,53,delayed,Smith Ltd,12,149,0,21,208,6,0.1758490566037736,0.026785714285714284,0.0,0.01607142857142857,Low
CTR02116,SUP0402,0.49,Sustainment,2021-10-07,49,delayed,Boyer-Wade,27,98,4,239,1335,44,0.01,1.0,1.0,1.0,High
CTR02122,SUP0043,26.37,Production,2024-10-12,51,delayed,"Reynolds, Aguilar and Anderson",23,135,4,123,234,7,0.5170588235294118,0.48214285714285715,1.0,0.6892857142857143,Medium
CTR02126,SUP0361,7.03,Production,2020-10-23,21,delayed,Alvarez-Silva,46,27,1,30,1684,56,0.33476190476190476,0.06696428571428571,0.25,0.14017857142857143,Low
CTR02130,SUP0253,5.16,R&D,2022-10-17,11,delayed,Davis-Rhodes,41,152,0,209,960,32,0.4690909090909091,0.8660714285714286,0.0,0.5196428571428572,Medium
CTR02134,SUP0479,2.81,R&D,2025-03-14,17,delayed,"Bell, Jones and Black",9,54,1,61,81,2,0.1652941176470588,0.20535714285714285,0.25,0.2232142857142857,Low
CTR02135,SUP0027,1.88,Sustainment,2024-09-26,41,delayed,"Campbell, Gaines and Rose",37,28,4,62,250,8,0.045853658536585365,0.20982142857142858,1.0,0.5258928571428572,Medium
CTR02141,SUP0141,5.57,Sustainment,2022-08-31,32,delayed,Bridges Group,33,190,2,135,1007,33,0.1740625,0.5357142857142857,0.5,0.5214285714285714,Medium
CTR02156,SUP0375,6.07,Tech Services,2023-08-26,37,delayed,Ball-Vasquez,15,51,2,55,647,21,0.16405405405405407,0.17857142857142858,0.5,0.30714285714285716,Medium
CTR02158,SUP0188,2.75,R&D,2020-10-03,6,delayed,Lopez-Gonzalez,37,62,3,214,1704,56,0.4583333333333333,0.8883928571428571,0.75,0.8330357142857143,High
CTR02162,SUP0365,8.47,Tech Services,2023-06-05,29,delayed,Moore-Roberts,23,68,1,129,729,24,0.2920689655172414,0.5089285714285714,0.25,0.40535714285714286,Medium
CTR02175,SUP0083,5.03,Sustainment,2024-12-18,10,delayed,Murphy-Finley,22,26,0,115,167,5,0.503,0.44642857142857145,0.0,0.26785714285714285,Low
CTR02176,SUP0208,2.12,Sustainment,2020-10-28,23,delayed,Camacho LLC,49,99,1,92,1679,55,0.09217391304347826,0.34375,0.25,0.30625,Medium
CTR02177,SUP0055,1.09,Sustainment,2022-12-04,8,delayed,"Nguyen, Carroll and Santiago",6,143,2,55,912,30,0.13625,0.17857142857142858,0.5,0.30714285714285716,Medium
CTR02193,SUP0054,2.94,Production,2022-09-30,38,delayed,Peterson PLC,25,188,1,223,977,32,0.07736842105263157,0.9285714285714286,0.25,0.6571428571428571,Medium
CTR02195,SUP0082,2.78,Sustainment,2023-09-27,32,delayed,Holmes-Hunt,11,66,4,177,615,20,0.086875,0.7232142857142857,1.0,0.8339285714285714,High
CTR02200,SUP0173,3.26,Production,2023-09-05,37,delayed,"Davis, Garcia and Lloyd",19,12,1,182,637,21,0.0881081081081081,0.7455357142857143,0.25,0.5473214285714286,Medium
CTR02214,SUP0298,2.65,Production,2025-03-22,48,delayed,Orozco-Carr,9,184,4,190,73,2,0.05520833333333333,0.78125,1.0,0.86875,High
CTR02218,SUP0069,5.25,Tech Services,2024-02-18,6,delayed,Briggs-James,3,34,0,107,471,15,0.875,0.4107142857142857,0.0,0.2464285714285714,Low
CTR02229,SUP0462,0.63,Tech Services,2024-11-28,33,delayed,"Calderon, Fuentes and Hines",42,12,0,222,187,6,0.019090909090909092,0.9241071428571429,0.0,0.5544642857142857,Medium
CTR02240,SUP0080,2.41,Sustainment,2024-05-26,30,delayed,Roberts PLC,24,188,3,85,373,12,0.08033333333333334,0.3125,0.75,0.48750000000000004,Medium
CTR02246,SUP0100,1.53,Sustainment,2022-05-06,55,delayed,Baker Ltd,12,100,3,172,1124,37,0.02781818181818182,0.7008928571428571,0.75,0.7205357142857143,High
CTR02253,SUP0462,0.7,Sustainment,2024-03-07,37,delayed,"Calderon, Fuentes and Hines",42,12,0,33,453,15,0.018918918918918916,0.08035714285714286,0.0,0.048214285714285716,Low
CTR02255,SUP0361,2.88,Production,2022-06-09,53,delayed,Alvarez-Silva,46,27,1,69,1090,36,0.05433962264150943,0.24107142857142858,0.25,0.24464285714285713,Low
CTR02257,SUP0290,2.3,Sustainment,2022-12-26,45,delayed,Avery-White,44,146,4,202,890,29,0.05111111111111111,0.8348214285714286,1.0,0.9008928571428572,High
CTR02265,SUP0027,0.4,Tech Services,2023-11-14,31,delayed,"Campbell, Gaines and Rose",37,28,4,229,567,18,0.012903225806451613,0.9553571428571429,1.0,0.9732142857142857,High
CTR02272,SUP0473,2.15,Production,2021-05-07,50,delayed,Hunter-Weeks,8,178,0,223,1488,49,0.043,0.9285714285714286,0.0,0.5571428571428572,Medium
CTR02277,SUP0238,0.05,Production,2022-06-09,14,delayed,Lopez Group,40,103,4,35,1090,36,0.0035714285714285718,0.08928571428571429,1.0,0.45357142857142857,Medium
CTR02278,SUP0086,6.19,Tech Services,2021-09-22,44,delayed,Watson-Tanner,7,92,1,40,1350,45,0.14068181818181819,0.11160714285714286,0.25,0.16696428571428573,Low
CTR02284,SUP0202,11.94,R&D,2022-05-25,12,delayed,Wallace and Sons,10,31,0,181,1105,36,0.995,0.7410714285714286,0.0,0.4446428571428572,Medium
CTR02286,SUP0432,6.74,R&D,2024-03-28,21,delayed,Strickland-Porter,42,46,2,175,432,14,0.320952380952381,0.7142857142857143,0.5,0.6285714285714286,Medium
CTR02301,SUP0168,0.17,R&D,2021-03-14,59,delayed,"Gomez, Anderson and Day",39,50,4,225,1542,51,0.00288135593220339,0.9375,1.0,0.9625,High
CTR02309,SUP0060,7.88,Tech Services,2020-08-27,8,delayed,Quinn PLC,18,103,3,34,1741,58,0.985,0.08482142857142858,0.75,0.3508928571428572,Medium
CTR02320,SUP0208,0.12,Sustainment,2024-08-30,26,delayed,Camacho LLC,49,99,1,34,277,9,0.004615384615384615,0.08482142857142858,0.25,0.15089285714285716,Low
CTR02334,SUP0277,6.41,Sustainment,2022-09-15,53,delayed,"Carroll, Jones and Ward",26,115,1,88,992,33,0.1209433962264151,0.32589285714285715,0.25,0.2955357142857143,Low
CTR02335,SUP0148,4.88,Tech Services,2021-01-10,34,delayed,"Anderson, Garcia and Cowan",18,175,3,154,1605,53,0.14352941176470588,0.6205357142857143,0.75,0.6723214285714286,Medium
CTR02339,SUP0269,3.98,Production,2022-01-29,21,delayed,Ross Ltd,45,57,4,134,1221,40,0.1895238095238095,0.53125,1.0,0.71875,High
CTR02343,SUP0216,2.9,Production,2022-02-21,50,delayed,"Williams, Brooks and Terry",5,178,0,39,1198,39,0.057999999999999996,0.10714285714285714,0.0,0.06428571428571428,Low
CTR02345,SUP0169,1.38,Tech Services,2020-09-01,10,delayed,"Gonzalez, Wheeler and Galvan",36,94,1,167,1736,57,0.13799999999999998,0.6785714285714286,0.25,0.5071428571428571,Medium
CTR02346,SUP0284,6.41,Production,2023-08-14,12,delayed,Cortez-Lucas,23,18,0,18,659,21,0.5341666666666667,0.013392857142857142,0.0,0.008035714285714285,Low
CTR02354,SUP0057,7.69,Production,2023-05-29,26,delayed,"Brown, Adkins and Howard",30,37,1,18,736,24,0.2957692307692308,0.013392857142857142,0.25,0.10803571428571429,Low
CTR02355,SUP0163,2.75,Production,2021-09-28,33,delayed,Cameron LLC,4,57,2,151,1344,44,0.08333333333333333,0.6071428571428571,0.5,0.5642857142857143,Medium
CTR02385,SUP0431,0.78,Sustainment,2023-06-14,49,delayed,Haynes-Freeman,37,107,1,234,720,24,0.015918367346938776,0.9776785714285714,0.25,0.6866071428571427,Medium
CTR02386,SUP0048,0.8,Sustainment,2021-09-28,46,delayed,Hopkins LLC,44,93,2,85,1344,44,0.017391304347826087,0.3125,0.5,0.3875,Medium
CTR02395,SUP0364,1.88,R&D,2024-04-03,45,delayed,Mccormick-Gonzalez,5,108,0,113,426,14,0.041777777777777775,0.4375,0.0,0.2625,Low
CTR02401,SUP0484,1.11,Sustainment,2022-01-07,30,delayed,"Lewis, Robinson and Quinn",11,194,4,141,1243,41,0.037000000000000005,0.5625,1.0,0.7375,High
CTR02406,SUP0238,0.87,Tech Services,2025-03-04,38,delayed,Lopez Group,40,103,4,23,91,3,0.022894736842105263,0.03571428571428571,1.0,0.42142857142857143,Medium
CTR02409,SUP0094,0.57,Production,2023-01-29,47,delayed,"Young, Choi and Rivera",26,151,4,92,856,28,0.012127659574468085,0.34375,1.0,0.60625,Medium
CTR02425,SUP0180,4.31,Tech Services,2022-12-24,50,delayed,Campbell-Gonzalez,2,185,3,198,892,29,0.0862,0.8169642857142857,0.75,0.7901785714285714,High
CTR02442,SUP0479,0.6,Sustainment,2020-06-06,23,delayed,"Bell, Jones and Black",9,54,1,239,1823,60,0.02608695652173913,1.0,0.25,0.7,High
CTR02446,SUP0120,2.0,Production,2023-01-20,29,delayed,"Reed, Thomas and Boyle",35,65,3,110,865,28,0.06896551724137931,0.42410714285714285,0.75,0.5544642857142857,Medium
CTR02448,SUP0361,1.31,Production,2022-01-14,15,delayed,Alvarez-Silva,46,27,1,97,1236,41,0.08733333333333333,0.36607142857142855,0.25,0.3196428571428571,Medium
CTR02456,SUP0483,5.59,R&D,2023-02-15,22,delayed,"Foster, Wheeler and Hutchinson",45,49,1,216,839,27,0.2540909090909091,0.8973214285714286,0.25,0.6383928571428571,Medium
CTR02457,SUP0186,3.35,R&D,2021-03-26,51,delayed,Mccoy LLC,23,16,4,208,1530,51,0.06568627450980392,0.8616071428571429,1.0,0.9169642857142858,High
CTR02465,SUP0410,1.96,Sustainment,2022-01-13,29,delayed,Mcintosh Ltd,47,45,1,32,1237,41,0.06758620689655172,0.07589285714285714,0.25,0.1455357142857143,Low
CTR02472,SUP0028,0.9,Production,2023-01-05,54,delayed,"Flores, Walker and Lynch",45,59,4,155,880,29,0.016666666666666666,0.625,1.0,0.775,High
CTR02481,SUP0306,1.31,Production,2021-11-16,42,delayed,Ballard-Peterson,39,105,1,38,1295,43,0.031190476190476192,0.10267857142857142,0.25,0.16160714285714287,Low
CTR02494,SUP0463,1.97,Tech Services,2020-12-10,55,delayed,Briggs-Butler,35,69,2,116,1636,54,0.03581818181818182,0.45089285714285715,0.5,0.4705357142857143,Medium
CTR02512,SUP0191,16.25,Sustainment,2020-06-06,39,delayed,"Luna, Lee and Walker",15,12,0,74,1823,60,0.4166666666666667,0.26339285714285715,0.0,0.15803571428571428,Low
CTR02525,SUP0207,0.8,R&D,2022-06-07,33,delayed,"Miller, Carr and Hampton",32,126,1,235,1092,36,0.024242424242424242,0.9821428571428571,0.25,0.6892857142857142,Medium
CTR02526,SUP0217,2.57,Tech Services,2020-07-02,18,delayed,Owens-Lewis,7,62,2,228,1797,59,0.14277777777777778,0.9508928571428571,0.5,0.7705357142857143,High
CTR02528,SUP0222,3.26,Sustainment,2024-01-22,49,delayed,"Miller, Campbell and Johnson",27,21,1,114,498,16,0.06653061224489795,0.4419642857142857,0.25,0.36517857142857146,Medium
CTR02532,SUP0225,2.79,Production,2025-01-08,39,delayed,"Gates, Jacobson and Robbins",22,11,2,57,146,4,0.07153846153846154,0.1875,0.5,0.3125,Medium
CTR02547,SUP0319,2.9,R&D,2023-07-02,53,delayed,"Gross, Stark and Reid",40,32,1,182,702,23,0.05471698113207547,0.7455357142857143,0.25,0.5473214285714286,Medium
CTR02548,SUP0317,2.1,Tech Services,2024-09-03,8,delayed,Rodriguez-Powell,48,22,1,206,273,9,0.2625,0.8526785714285714,0.25,0.6116071428571428,Medium
CTR02554,SUP0362,0.67,R&D,2024-01-01,33,delayed,"Austin, Tapia and Wood",29,151,0,48,519,17,0.020303030303030305,0.14732142857142858,0.0,0.08839285714285715,Low
CTR02556,SUP0456,2.09,Production,2020-09-25,23,delayed,Thompson-Rogers,48,64,1,48,1712,57,0.0908695652173913,0.14732142857142858,0.25,0.18839285714285714,Low
CTR02557,SUP0301,3.32,R&D,2020-06-29,10,delayed,Mcintyre-Diaz,23,48,3,190,1800,60,0.33199999999999996,0.78125,0.75,0.76875,High
CTR02576,SUP0199,2.41,Production,2023-12-04,47,delayed,Simpson Inc,35,182,4,210,547,18,0.05127659574468085,0.8705357142857143,1.0,0.9223214285714286,High
CTR02584,SUP0090,2.52,Tech Services,2020-11-03,25,delayed,"Burgess, Pham and Kennedy",18,104,2,98,1673,55,0.1008,0.3705357142857143,0.5,0.4223214285714286,Medium
CTR02587,SUP0145,0.91,R&D,2023-06-29,36,delayed,"Ibarra, White and Martinez",26,129,4,104,705,23,0.025277777777777777,0.39732142857142855,1.0,0.6383928571428572,Medium
CTR02594,SUP0029,0.18,Sustainment,2024-06-19,38,delayed,Wilkerson-Glover,16,136,3,128,349,11,0.004736842105263157,0.5044642857142857,0.75,0.6026785714285714,Medium
CTR02599,SUP0497,0.28,Production,2023-03-18,6,delayed,Murphy Group,7,35,2,43,808,26,0.04666666666666667,0.125,0.5,0.275,Low
CTR02611,SUP0271,1.17,Production,2022-09-08,47,delayed,Howard-Mckee,1,68,2,176,999,33,0.024893617021276595,0.71875,0.5,0.63125,Medium
CTR02619,SUP0235,1.95,R&D,2020-09-12,21,delayed,Rose-Mckinney,8,85,1,226,1725,57,0.09285714285714286,0.9419642857142857,0.25,0.6651785714285714,Medium
CTR02622,SUP0368,1.42,Tech Services,2021-05-08,46,delayed,Salazar-Gonzalez,33,112,3,157,1487,49,0.030869565217391304,0.6339285714285714,0.75,0.6803571428571429,Medium
CTR02624,SUP0033,8.64,Production,2023-02-01,26,delayed,Boyle-Shepherd,40,161,1,111,853,28,0.3323076923076923,0.42857142857142855,0.25,0.3571428571428571,Medium
CTR02626,SUP0182,0.12,R&D,2020-10-01,23,delayed,Palmer Ltd,44,159,1,67,1706,56,0.005217391304347826,0.23214285714285715,0.25,0.2392857142857143,Low
CTR02632,SUP0275,2.42,Sustainment,2021-12-17,27,delayed,Proctor-Hunt,24,16,4,78,1264,42,0.08962962962962963,0.28125,1.0,0.56875,Medium
CTR02639,SUP0155,3.2,R&D,2023-02-21,11,delayed,Hensley Group,37,189,2,219,833,27,0.29090909090909095,0.9107142857142857,0.5,0.7464285714285714,High
CTR02661,SUP0186,9.05,R&D,2021-04-22,10,delayed,Mccoy LLC,23,16,4,51,1503,50,0.905,0.16071428571428573,1.0,0.49642857142857144,Medium
CTR02663,SUP0119,2.82,R&D,2021-11-03,55,delayed,Valdez-Mann,36,140,3,149,1308,43,0.05127272727272727,0.5982142857142857,0.75,0.6589285714285715,Medium
CTR02669,SUP0011,0.85,Sustainment,2021-02-15,54,delayed,Rogers and Sons,28,92,2,92,1569,52,0.01574074074074074,0.34375,0.5,0.40625,Medium
CTR02678,SUP0338,0.28,Tech Services,2021-02-27,22,delayed,Peterson-Pacheco,1,64,3,35,1557,51,0.012727272727272728,0.08928571428571429,0.75,0.3535714285714286,Medium
CTR02686,SUP0207,1.87,Tech Services,2021-01-07,52,delayed,"Miller, Carr and Hampton",32,126,1,216,1608,53,0.03596153846153846,0.8973214285714286,0.25,0.6383928571428571,Medium
CTR02694,SUP0216,1.97,R&D,2023-12-01,24,delayed,"Williams, Brooks and Terry",5,178,0,108,550,18,0.08208333333333333,0.41517857142857145,0.0,0.24910714285714286,Low
CTR02700,SUP0081,2.73,Sustainment,2023-10-09,50,delayed,Gay-Scott,26,173,0,222,603,20,0.0546,0.9241071428571429,0.0,0.5544642857142857,Medium
CTR02705,SUP0327,0.45,Tech Services,2024-04-17,20,delayed,Cross PLC,8,154,4,228,412,13,0.0225,0.9508928571428571,1.0,0.9705357142857143,High
CTR02708,SUP0262,0.44,Tech Services,2021-01-09,50,delayed,"Alexander, Joseph and Villanueva",2,50,0,167,1606,53,0.0088,0.6785714285714286,0.0,0.40714285714285714,Medium
CTR02709,SUP0196,0.83,Production,2020-12-05,28,delayed,Russo PLC,1,195,1,200,1641,54,0.02964285714285714,0.8258928571428571,0.25,0.5955357142857143,Medium
CTR02715,SUP0202,4.84,Tech Services,2024-08-23,18,delayed,Wallace and Sons,10,31,0,92,284,9,0.2688888888888889,0.34375,0.0,0.20625,Low
CTR02719,SUP0419,4.91,R&D,2023-01-10,55,delayed,"Nixon, Holmes and Vasquez",16,160,4,196,875,29,0.08927272727272728,0.8080357142857143,1.0,0.8848214285714286,High
CTR02732,SUP0089,9.47,R&D,2021-01-17,40,delayed,"Garcia, Taylor and Simmons",31,119,0,172,1598,53,0.23675000000000002,0.7008928571428571,0.0,0.42053571428571423,Medium
CTR02743,SUP0485,6.81,Sustainment,2022-05-13,51,delayed,Ortega Inc,17,159,3,35,1117,37,0.13352941176470587,0.08928571428571429,0.75,0.3535714285714286,Medium
CTR02752,SUP0259,4.89,Production,2023-04-02,58,delayed,Alvarez-Kennedy,39,114,4,67,793,26,0.0843103448275862,0.23214285714285715,1.0,0.5392857142857144,Medium
CTR02761,SUP0081,1.81,Tech Services,2024-06-25,8,delayed,Gay-Scott,26,173,0,158,343,11,0.22625,0.6383928571428571,0.0,0.38303571428571426,Medium
CTR02768,SUP0456,0.82,Production,2021-09-21,50,delayed,Thompson-Rogers,48,64,1,170,1351,45,0.016399999999999998,0.6919642857142857,0.25,0.5151785714285714,Medium
CTR02774,SUP0107,2.76,R&D,2022-03-10,24,delayed,Flynn LLC,14,129,4,69,1181,39,0.11499999999999999,0.24107142857142858,1.0,0.5446428571428572,Medium
CTR02781,SUP0301,0.15,Sustainment,2021-10-30,27,delayed,Mcintyre-Diaz,23,48,3,29,1312,43,0.005555555555555556,0.0625,0.75,0.3375,Medium
CTR02791,SUP0318,9.27,Sustainment,2022-04-23,55,delayed,Gibson-Mills,28,95,4,126,1137,37,0.16854545454545453,0.4955357142857143,1.0,0.6973214285714286,Medium
CTR02796,SUP0116,3.5,Production,2021-05-30,9,delayed,Conway Ltd,11,83,0,158,1465,48,0.3888888888888889,0.6383928571428571,0.0,0.38303571428571426,Medium
CTR02823,SUP0284,1.88,Sustainment,2025-04-05,45,delayed,Cortez-Lucas,23,18,0,47,59,1,0.041777777777777775,0.14285714285714285,0.0,0.0857142857142857,Low
CTR02827,SUP0089,0.72,R&D,2022-01-02,48,delayed,"Garcia, Taylor and Simmons",31,119,0,95,1248,41,0.015,0.35714285714285715,0.0,0.21428571428571427,Low
CTR02834,SUP0307,3.08,Production,2020-10-24,57,delayed,"Sanchez, Thompson and Snyder",4,144,0,140,1683,56,0.05403508771929825,0.5580357142857143,0.0,0.33482142857142855,Medium
CTR02836,SUP0381,2.05,R&D,2025-03-04,16,delayed,James-Malone,33,23,3,83,91,3,0.128125,0.30357142857142855,0.75,0.4821428571428572,Medium
CTR02840,SUP0369,2.79,Production,2024-09-14,21,delayed,Krueger-Davila,42,121,0,200,262,8,0.13285714285714287,0.8258928571428571,0.0,0.49553571428571425,Medium
CTR02847,SUP0472,2.18,R&D,2020-10-19,51,delayed,Marshall PLC,11,123,0,108,1688,56,0.04274509803921569,0.41517857142857145,0.0,0.24910714285714286,Low
CTR02852,SUP0067,5.25,Production,2024-07-22,43,delayed,Williams Group,24,169,2,101,316,10,0.12209302325581395,0.38392857142857145,0.5,0.4303571428571429,Medium
